Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,SEO Title,SEO Description,Status
e30009,Ventilador de conducto Vents Quietline 150 mm,"<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>Ventilador de conducto Vents Quietline 150 mm</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E30009</li>
    <li><strong>Categoría:</strong> Ventiladores</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Ventiladores,STOCK_ES,TRUE,Title,Default Title,E30009,800,shopify,0,continue,manual,332.35,TRUE,TRUE,https://edplit.es/images/products/e30009.jpg,1,Ventilador de conducto Vents Quietline 150 mm | Soluciones Ocultas EDPLIT,Ventilador de conducto Vents Quietline 150 mm. Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.,active
e10001,"M1 pulsador oculto Edplit Invisi Tile Touch, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto Edplit Invisi Tile Touch, con consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10001</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,universal,delta,sigma,tece,geberit,omega,STOCK_ES,con-consumibles,alcaplast,m1",TRUE,Title,Default Title,E10001,800,shopify,0,continue,manual,448.50,TRUE,TRUE,https://edplit.es/images/products/e10001.jpg,1,"M1 pulsador oculto Edplit Invisi Tile Touch, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto Edplit Invisi Tile Touch, con consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10002,"M1 pulsador oculto para Sigma, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Sigma, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10002</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,sigma,STOCK_ES,geberit,con-consumibles,m1",TRUE,Title,Default Title,E10002,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10002.jpg,1,"M1 pulsador oculto para Sigma, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Sigma, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10002,"M1 pulsador oculto para Omega, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Omega, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10002</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,STOCK_ES,geberit,omega,con-consumibles,m1",TRUE,Title,Default Title,E10002,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10002.jpg,1,"M1 pulsador oculto para Omega, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Omega, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10002,"M1 pulsador oculto para Alcaplast, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Alcaplast, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10002</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,STOCK_ES,con-consumibles,alcaplast,m1",TRUE,Title,Default Title,E10002,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10002.jpg,1,"M1 pulsador oculto para Alcaplast, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Alcaplast, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10003,"M1 pulsador oculto para Delta, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Delta, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10003</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,delta,STOCK_ES,con-consumibles,m1",TRUE,Title,Default Title,E10003,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10003.jpg,1,"M1 pulsador oculto para Delta, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Delta, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10004,"M1 pulsador oculto para Tece, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Tece, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10004</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,tece,STOCK_ES,con-consumibles,m1",TRUE,Title,Default Title,E10004,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10004.jpg,1,"M1 pulsador oculto para Tece, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Tece, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10005,"M2 pulsador oculto Edplit Invisi Tile Touch, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto Edplit Invisi Tile Touch, con consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10005</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,universal,delta,sigma,tece,m2,geberit,omega,STOCK_ES,con-consumibles,alcaplast",TRUE,Title,Default Title,E10005,800,shopify,0,continue,manual,448.50,TRUE,TRUE,https://edplit.es/images/products/e10005.jpg,1,"M2 pulsador oculto Edplit Invisi Tile Touch, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto Edplit Invisi Tile Touch, con consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10006,"M2 pulsador oculto para Sigma, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Sigma, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10006</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,sigma,m2,STOCK_ES,geberit,con-consumibles",TRUE,Title,Default Title,E10006,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10006.jpg,1,"M2 pulsador oculto para Sigma, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Sigma, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10006,"M2 pulsador oculto para Omega, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Omega, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10006</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m2,STOCK_ES,geberit,omega,con-consumibles",TRUE,Title,Default Title,E10006,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10006.jpg,1,"M2 pulsador oculto para Omega, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Omega, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
